MEGYE,TELEPÜLÉS,Szavazókör sorszáma,OEVK
Budapest,Budapest 13,039,19
Budapest,Budapest 13,040,19
Budapest,Budapest 13,041,19
Budapest,Budapest 13,042,19
Budapest,Budapest 13,043,19
Budapest,Budapest 13,044,19
Budapest,Budapest 13,045,19
Budapest,Budapest 13,046,19
Budapest,Budapest 13,047,19
Budapest,Budapest 13,048,19
Budapest,Budapest 13,049,19
Budapest,Budapest 13,050,19
Budapest,Budapest 13,051,19
Budapest,Budapest 13,052,19
Budapest,Budapest 13,053,19
Budapest,Budapest 13,054,19
Budapest,Budapest 13,055,20
Budapest,Budapest 13,056,20
Budapest,Budapest 13,057,20
Budapest,Budapest 13,058,20
Budapest,Budapest 13,059,20
Budapest,Budapest 13,060,20
Budapest,Budapest 13,061,20
Budapest,Budapest 13,062,20
Budapest,Budapest 13,063,20
Budapest,Budapest 13,064,20
Budapest,Budapest 13,065,20
Budapest,Budapest 13,066,20
Budapest,Budapest 13,067,20
Budapest,Budapest 13,068,20
Budapest,Budapest 13,069,20
Budapest,Budapest 13,070,20
Budapest,Budapest 13,071,20
Budapest,Budapest 13,072,20
Budapest,Budapest 13,073,20
Budapest,Budapest 13,074,20
Budapest,Budapest 13,075,20
Budapest,Budapest 13,076,20
Budapest,Budapest 13,077,20
Budapest,Budapest 13,078,20
Budapest,Budapest 13,079,20
Budapest,Budapest 13,080,20
Budapest,Budapest 13,081,20
Budapest,Budapest 13,082,20
Budapest,Budapest 13,083,20
Budapest,Budapest 13,084,20
Budapest,Budapest 13,085,20
Budapest,Budapest 13,086,20
Budapest,Budapest 13,087,20
Budapest,Budapest 13,088,20
Budapest,Budapest 13,089,20
Budapest,Budapest 13,090,20
Budapest,Budapest 13,091,20
Budapest,Budapest 13,092,20
Budapest,Budapest 13,093,20
Budapest,Budapest 13,094,20
Budapest,Budapest 13,095,20
Budapest,Budapest 13,096,20
Budapest,Budapest 13,097,20
Budapest,Budapest 14,001,21
Budapest,Budapest 14,002,21
Budapest,Budapest 14,003,21
Budapest,Budapest 14,004,21
Budapest,Budapest 14,005,21
Budapest,Budapest 14,006,21
Budapest,Budapest 14,007,21
Budapest,Budapest 14,008,21
Budapest,Budapest 14,009,21
Budapest,Budapest 14,010,21
Budapest,Budapest 14,011,21
Budapest,Budapest 14,012,21
Budapest,Budapest 14,013,21
Budapest,Budapest 14,014,21
Budapest,Budapest 14,015,21
Budapest,Budapest 14,016,21
Budapest,Budapest 14,017,21
Budapest,Budapest 14,018,21
Budapest,Budapest 14,019,21
Budapest,Budapest 14,020,21
Budapest,Budapest 14,021,21
Budapest,Budapest 14,022,21
Budapest,Budapest 14,023,21
Budapest,Budapest 14,024,21
Budapest,Budapest 14,025,21
Budapest,Budapest 14,026,21
Budapest,Budapest 14,027,21
Budapest,Budapest 14,028,21
Budapest,Budapest 14,029,21
Budapest,Budapest 14,030,21
Budapest,Budapest 14,031,21
Budapest,Budapest 14,032,21
Budapest,Budapest 14,033,21
Budapest,Budapest 14,034,21
Budapest,Budapest 14,035,21
Budapest,Budapest 14,036,21
Budapest,Budapest 14,037,21
Budapest,Budapest 14,038,21
Budapest,Budapest 14,039,21
Budapest,Budapest 14,040,21
Budapest,Budapest 14,041,21
Budapest,Budapest 14,042,21
Budapest,Budapest 14,043,21
Budapest,Budapest 14,044,21
Budapest,Budapest 14,045,21
Budapest,Budapest 14,046,21
Budapest,Budapest 14,047,21
Budapest,Budapest 14,048,21
Budapest,Budapest 14,049,21
Budapest,Budapest 14,050,21
Budapest,Budapest 14,051,21
Budapest,Budapest 14,052,21
Budapest,Budapest 14,053,21
Budapest,Budapest 14,054,22
Budapest,Budapest 14,055,22
Budapest,Budapest 14,056,22
Budapest,Budapest 14,057,22
Budapest,Budapest 14,058,22
Budapest,Budapest 14,059,22
Budapest,Budapest 14,060,22
Budapest,Budapest 14,061,22
Budapest,Budapest 14,062,22
Budapest,Budapest 14,063,22
Budapest,Budapest 14,064,22
Budapest,Budapest 14,065,22
Budapest,Budapest 14,066,22
Budapest,Budapest 14,067,22
Budapest,Budapest 14,068,22
Budapest,Budapest 14,069,22
Budapest,Budapest 14,070,22
Budapest,Budapest 14,071,22
Budapest,Budapest 14,072,22
Budapest,Budapest 14,073,22
Budapest,Budapest 14,074,22
Budapest,Budapest 14,075,22
Budapest,Budapest 14,076,22
Budapest,Budapest 14,077,22
Budapest,Budapest 14,078,22
Budapest,Budapest 14,079,22
Budapest,Budapest 14,080,22
Budapest,Budapest 14,081,22
Budapest,Budapest 14,082,22
Budapest,Budapest 14,083,22
Budapest,Budapest 14,084,22
Budapest,Budapest 14,085,22
Budapest,Budapest 14,086,22
Budapest,Budapest 14,087,22
Budapest,Budapest 14,088,22
Budapest,Budapest 14,089,22
Budapest,Budapest 14,090,22
Budapest,Budapest 14,091,22
Budapest,Budapest 14,092,22
Budapest,Budapest 14,093,22
Budapest,Budapest 14,094,22
Budapest,Budapest 14,095,22
Budapest,Budapest 14,096,22
Budapest,Budapest 14,097,22
Budapest,Budapest 14,098,22
Budapest,Budapest 14,099,22
Budapest,Budapest 14,100,22
Budapest,Budapest 14,101,22
Budapest,Budapest 14,102,22
Budapest,Budapest 14,103,22
Budapest,Budapest 14,104,22
Budapest,Budapest 14,105,22
Budapest,Budapest 14,106,22
Budapest,Budapest 14,107,22
Budapest,Budapest 14,108,22
Budapest,Budapest 14,109,22
Budapest,Budapest 14,110,22
Budapest,Budapest 15,001,06
Budapest,Budapest 15,002,06
Budapest,Budapest 15,003,06
Budapest,Budapest 15,004,06
Budapest,Budapest 15,005,06
Budapest,Budapest 15,006,06
Budapest,Budapest 15,007,06
Budapest,Budapest 15,008,06
Budapest,Budapest 15,009,06
Budapest,Budapest 15,010,06
Budapest,Budapest 15,011,06
Budapest,Budapest 15,012,06
Budapest,Budapest 15,013,06
Budapest,Budapest 15,014,06
Budapest,Budapest 15,015,06
Budapest,Budapest 15,016,06
Budapest,Budapest 15,017,06
Budapest,Budapest 15,018,06
Budapest,Budapest 15,019,06
Budapest,Budapest 15,020,06
Budapest,Budapest 15,021,06
Budapest,Budapest 15,022,06
Budapest,Budapest 15,023,23
Budapest,Budapest 15,024,23
Budapest,Budapest 15,025,23
Budapest,Budapest 15,026,23
Budapest,Budapest 15,027,23
Budapest,Budapest 15,028,23
Budapest,Budapest 15,029,23
Budapest,Budapest 15,030,23
Budapest,Budapest 15,031,23
Budapest,Budapest 15,032,23
Budapest,Budapest 15,033,23
Budapest,Budapest 15,034,23
Budapest,Budapest 15,035,23
Budapest,Budapest 15,036,23
Budapest,Budapest 15,037,23
Budapest,Budapest 15,038,23
Budapest,Budapest 15,039,23
Budapest,Budapest 15,040,23
Budapest,Budapest 15,041,23
Budapest,Budapest 15,042,23
Budapest,Budapest 15,043,23
Budapest,Budapest 15,044,23
Budapest,Budapest 15,045,23
Budapest,Budapest 15,046,23
Budapest,Budapest 15,047,23
Budapest,Budapest 15,048,23
Budapest,Budapest 15,049,23
Budapest,Budapest 15,050,23
Budapest,Budapest 15,051,23
Budapest,Budapest 15,052,23
Budapest,Budapest 15,053,23
Budapest,Budapest 15,054,23
Budapest,Budapest 15,055,23
Budapest,Budapest 15,056,23
Budapest,Budapest 15,057,23
Budapest,Budapest 15,058,23
Budapest,Budapest 15,059,23
Budapest,Budapest 15,060,23
Budapest,Budapest 15,061,23
Budapest,Budapest 15,062,23
Budapest,Budapest 15,063,23
Budapest,Budapest 15,064,23
Budapest,Budapest 15,065,23
Budapest,Budapest 15,066,23
Budapest,Budapest 15,067,23
Budapest,Budapest 15,068,23
Budapest,Budapest 15,069,23
Budapest,Budapest 15,070,23
Budapest,Budapest 15,071,23
Budapest,Budapest 15,072,23
Budapest,Budapest 15,073,23
Budapest,Budapest 15,074,23
Budapest,Budapest 15,075,06
Budapest,Budapest 16,001,24
Budapest,Budapest 16,002,24
Budapest,Budapest 16,003,24
Budapest,Budapest 16,004,24
Budapest,Budapest 16,005,24
Budapest,Budapest 16,006,24
Budapest,Budapest 16,007,24
Budapest,Budapest 16,008,24
Budapest,Budapest 16,009,24
Budapest,Budapest 16,010,24
Budapest,Budapest 16,011,24
Budapest,Budapest 16,012,24
Budapest,Budapest 16,013,24
Budapest,Budapest 16,014,24
Budapest,Budapest 16,015,24
Budapest,Budapest 16,016,24
Budapest,Budapest 16,017,24
Budapest,Budapest 16,018,24
Budapest,Budapest 16,019,24
Budapest,Budapest 16,020,24
Budapest,Budapest 16,021,24
Budapest,Budapest 16,022,24
Budapest,Budapest 16,023,24
Budapest,Budapest 16,024,24
Budapest,Budapest 16,025,24
Budapest,Budapest 16,026,24
Budapest,Budapest 16,027,24
Budapest,Budapest 16,028,24
Budapest,Budapest 16,029,24
Budapest,Budapest 16,030,24
Budapest,Budapest 16,031,24
Budapest,Budapest 16,032,24
Budapest,Budapest 16,033,24
Budapest,Budapest 16,034,24
Budapest,Budapest 16,035,24
Budapest,Budapest 16,036,24
Budapest,Budapest 16,037,24
Budapest,Budapest 16,038,24
Budapest,Budapest 16,039,24
Budapest,Budapest 16,040,24
Budapest,Budapest 16,041,24
Budapest,Budapest 16,042,24
Budapest,Budapest 16,043,24
Budapest,Budapest 16,044,24
Budapest,Budapest 16,045,24
Budapest,Budapest 16,046,24
Budapest,Budapest 16,047,24
Budapest,Budapest 16,048,24
Budapest,Budapest 16,049,24
Budapest,Budapest 16,050,24
Budapest,Budapest 16,051,24
Budapest,Budapest 16,052,24
Budapest,Budapest 16,053,24
Budapest,Budapest 16,054,24
Budapest,Budapest 16,055,24
Budapest,Budapest 16,056,24
Budapest,Budapest 16,057,24
Budapest,Budapest 16,058,24
Budapest,Budapest 16,059,24
Budapest,Budapest 16,060,24
Budapest,Budapest 16,061,24
Budapest,Budapest 16,062,24
Budapest,Budapest 17,001,25
Budapest,Budapest 17,002,25
Budapest,Budapest 17,003,25
Budapest,Budapest 17,004,25
Budapest,Budapest 17,005,25
Budapest,Budapest 17,006,25
Budapest,Budapest 17,007,25
Budapest,Budapest 17,008,25
Budapest,Budapest 17,009,25
Budapest,Budapest 17,010,25
Budapest,Budapest 17,011,25
Budapest,Budapest 17,012,25
Budapest,Budapest 17,013,25
Budapest,Budapest 17,014,25
Budapest,Budapest 17,015,25
Budapest,Budapest 17,016,25
Budapest,Budapest 17,017,25
Budapest,Budapest 17,018,25
Budapest,Budapest 17,019,25
Budapest,Budapest 17,020,25
Budapest,Budapest 17,021,25
Budapest,Budapest 17,022,25
Budapest,Budapest 17,023,25
Budapest,Budapest 17,024,25
Budapest,Budapest 17,025,25
Budapest,Budapest 17,026,25
Budapest,Budapest 17,027,25
Budapest,Budapest 17,028,25
Budapest,Budapest 17,029,25
Budapest,Budapest 17,030,25
Budapest,Budapest 17,031,25
Budapest,Budapest 17,032,25
Budapest,Budapest 17,033,25
Budapest,Budapest 17,034,25
Budapest,Budapest 17,035,25
Budapest,Budapest 17,036,25
Budapest,Budapest 17,037,25
Budapest,Budapest 17,038,25
Budapest,Budapest 17,039,25
Budapest,Budapest 17,040,25
Budapest,Budapest 17,041,25
Budapest,Budapest 17,042,25
Budapest,Budapest 17,043,25
Budapest,Budapest 17,044,25
Budapest,Budapest 17,045,25
Budapest,Budapest 17,046,25
Budapest,Budapest 17,047,25
Budapest,Budapest 17,048,25
Budapest,Budapest 17,049,25
Budapest,Budapest 17,050,25
Budapest,Budapest 17,051,25
Budapest,Budapest 17,052,25
Budapest,Budapest 17,053,25
Budapest,Budapest 17,054,25
Budapest,Budapest 17,055,25
Budapest,Budapest 17,056,25
Budapest,Budapest 17,057,25
Budapest,Budapest 17,058,25
Budapest,Budapest 17,059,25
Budapest,Budapest 17,060,25
Budapest,Budapest 17,061,25
Budapest,Budapest 17,062,25
Budapest,Budapest 17,063,25
Budapest,Budapest 17,064,25
Budapest,Budapest 17,065,25
Budapest,Budapest 17,066,25
Budapest,Budapest 17,067,25
Budapest,Budapest 17,068,25
Budapest,Budapest 17,069,25
Budapest,Budapest 17,070,25
Budapest,Budapest 17,071,25
Budapest,Budapest 17,072,25
Budapest,Budapest 18,001,26
Budapest,Budapest 18,002,26
Budapest,Budapest 18,003,26
Budapest,Budapest 18,004,26
Budapest,Budapest 18,005,26
Budapest,Budapest 18,006,26
Budapest,Budapest 18,007,26
Budapest,Budapest 18,008,26
Budapest,Budapest 18,009,27
Budapest,Budapest 18,010,27
Budapest,Budapest 18,011,26
Budapest,Budapest 18,012,26
Budapest,Budapest 18,013,26
Budapest,Budapest 18,014,26
Budapest,Budapest 18,015,26
Budapest,Budapest 18,016,26
Budapest,Budapest 18,017,26
Budapest,Budapest 18,018,26
Budapest,Budapest 18,019,26
Budapest,Budapest 18,020,26
Budapest,Budapest 18,021,27
Budapest,Budapest 18,022,27
Budapest,Budapest 18,023,27
Budapest,Budapest 18,024,27
Budapest,Budapest 18,025,27
Budapest,Budapest 18,026,27
Budapest,Budapest 18,027,27
Budapest,Budapest 18,028,27
Budapest,Budapest 18,029,27
Budapest,Budapest 18,030,27
Budapest,Budapest 18,031,27
Budapest,Budapest 18,032,27
Budapest,Budapest 18,033,27
Budapest,Budapest 18,034,27
Budapest,Budapest 18,035,27
Budapest,Budapest 18,036,27
Budapest,Budapest 18,037,27
Budapest,Budapest 18,038,27
Budapest,Budapest 18,039,27
Budapest,Budapest 18,040,26
Budapest,Budapest 18,041,27
Budapest,Budapest 18,042,27
Budapest,Budapest 18,043,27
Budapest,Budapest 18,044,27
Budapest,Budapest 18,045,26
Budapest,Budapest 18,046,26
Budapest,Budapest 18,047,26
Budapest,Budapest 18,048,26
Budapest,Budapest 18,049,27
Budapest,Budapest 18,050,27
Budapest,Budapest 18,051,27
Budapest,Budapest 18,052,27
Budapest,Budapest 18,053,27
Budapest,Budapest 18,054,26
Budapest,Budapest 18,055,27
Budapest,Budapest 18,056,27
Budapest,Budapest 18,057,27
Budapest,Budapest 18,058,27
Budapest,Budapest 18,059,27
Budapest,Budapest 18,060,27
Budapest,Budapest 18,061,27
Budapest,Budapest 18,062,27
Budapest,Budapest 18,063,27
Budapest,Budapest 18,064,27
Budapest,Budapest 18,065,27
Budapest,Budapest 18,066,27
Budapest,Budapest 18,067,27
Budapest,Budapest 18,068,27
Budapest,Budapest 18,069,27
Budapest,Budapest 18,070,27
Budapest,Budapest 18,071,27
Budapest,Budapest 18,072,27
Budapest,Budapest 18,073,27
Budapest,Budapest 18,074,27
Budapest,Budapest 18,075,27
Budapest,Budapest 18,076,27
Budapest,Budapest 18,077,27
Budapest,Budapest 18,078,27
Budapest,Budapest 18,079,27
Budapest,Budapest 18,080,27
Budapest,Budapest 18,081,27
Budapest,Budapest 18,082,27
Budapest,Budapest 18,083,27
Budapest,Budapest 18,084,27
Budapest,Budapest 18,085,26
Budapest,Budapest 18,086,27
Budapest,Budapest 19,001,28
Budapest,Budapest 19,002,28
Budapest,Budapest 19,003,28
Budapest,Budapest 19,004,28
Budapest,Budapest 19,005,28
Budapest,Budapest 19,006,28
Budapest,Budapest 19,007,28
Budapest,Budapest 19,008,28
Budapest,Budapest 19,009,28
Budapest,Budapest 19,010,28
Budapest,Budapest 19,011,28
Budapest,Budapest 19,012,28
Budapest,Budapest 19,013,28
Budapest,Budapest 19,014,28
Budapest,Budapest 19,015,28
Budapest,Budapest 19,016,28
Budapest,Budapest 19,017,28
Budapest,Budapest 19,018,28
Budapest,Budapest 19,019,28
Budapest,Budapest 19,020,28
Budapest,Budapest 19,021,28
Budapest,Budapest 19,022,28
Budapest,Budapest 19,023,28
Budapest,Budapest 19,024,28
Budapest,Budapest 19,025,28
Budapest,Budapest 19,026,28
Budapest,Budapest 19,027,28
Budapest,Budapest 19,028,28
Budapest,Budapest 19,029,28
Budapest,Budapest 19,030,28
Budapest,Budapest 19,031,28
Budapest,Budapest 19,032,28
Budapest,Budapest 19,033,28
Budapest,Budapest 19,034,28
Budapest,Budapest 19,035,28
Budapest,Budapest 19,036,28
Budapest,Budapest 19,037,28
Budapest,Budapest 19,038,28
Budapest,Budapest 19,039,28
Budapest,Budapest 19,040,28
Budapest,Budapest 19,041,28
Budapest,Budapest 19,042,28
Budapest,Budapest 19,043,28
Budapest,Budapest 19,044,28
Budapest,Budapest 19,045,28
Budapest,Budapest 19,046,28
Budapest,Budapest 19,047,28
Budapest,Budapest 19,048,28
Budapest,Budapest 19,049,28
Budapest,Budapest 19,050,28
Budapest,Budapest 19,051,28
Budapest,Budapest 19,052,28
Budapest,Budapest 19,053,28
Budapest,Budapest 19,054,28
Budapest,Budapest 19,055,28
Budapest,Budapest 19,056,28
Budapest,Budapest 19,057,28
Budapest,Budapest 19,058,28
Budapest,Budapest 19,059,28
Budapest,Budapest 19,060,28
Budapest,Budapest 19,061,28
Budapest,Budapest 20,001,13
Budapest,Budapest 20,002,13
Budapest,Budapest 20,003,13
Budapest,Budapest 20,004,13
Budapest,Budapest 20,005,13
Budapest,Budapest 20,006,13
Budapest,Budapest 20,007,13
Budapest,Budapest 20,008,13
Budapest,Budapest 20,009,13
Budapest,Budapest 20,010,13
Budapest,Budapest 20,011,13
Budapest,Budapest 20,012,13
Budapest,Budapest 20,013,13
Budapest,Budapest 20,014,13
Budapest,Budapest 20,015,13
Budapest,Budapest 20,016,13
Budapest,Budapest 20,017,13
Budapest,Budapest 20,018,13
Budapest,Budapest 20,019,13
Budapest,Budapest 20,020,13
Budapest,Budapest 20,021,13
Budapest,Budapest 20,022,13
Budapest,Budapest 20,023,13
Budapest,Budapest 20,024,13
Budapest,Budapest 20,025,13
Budapest,Budapest 20,026,13
Budapest,Budapest 20,027,29
Budapest,Budapest 20,028,29
Budapest,Budapest 20,029,29
Budapest,Budapest 20,030,29
Budapest,Budapest 20,031,29
Budapest,Budapest 20,032,29
Budapest,Budapest 20,033,29
Budapest,Budapest 20,034,29
Budapest,Budapest 20,035,29
Budapest,Budapest 20,036,29
Budapest,Budapest 20,037,29
Budapest,Budapest 20,038,29
Budapest,Budapest 20,039,29
Budapest,Budapest 20,040,29
Budapest,Budapest 20,041,29
Budapest,Budapest 20,042,29
Budapest,Budapest 20,043,29
Budapest,Budapest 20,044,29
Budapest,Budapest 20,045,29
Budapest,Budapest 20,046,29
Budapest,Budapest 20,047,29
Budapest,Budapest 20,048,29
Budapest,Budapest 20,049,29
Budapest,Budapest 20,050,29
Budapest,Budapest 20,051,29
Budapest,Budapest 20,052,29
Budapest,Budapest 20,053,29
Budapest,Budapest 20,054,29
Budapest,Budapest 20,055,29
Budapest,Budapest 20,056,29
Budapest,Budapest 20,057,29
Budapest,Budapest 20,058,29
Budapest,Budapest 20,059,29
Budapest,Budapest 20,060,29
Budapest,Budapest 20,061,29
Budapest,Budapest 20,062,29
Budapest,Budapest 20,063,29
Budapest,Budapest 21,001,31
Budapest,Budapest 21,002,31
Budapest,Budapest 21,003,31
Budapest,Budapest 21,004,31
Budapest,Budapest 21,005,31
Budapest,Budapest 21,006,31
Budapest,Budapest 21,007,31
Budapest,Budapest 21,008,31
Budapest,Budapest 21,009,31
Budapest,Budapest 21,010,31
Budapest,Budapest 21,011,31
Budapest,Budapest 21,012,31
Budapest,Budapest 21,013,31
Budapest,Budapest 21,014,31
Budapest,Budapest 21,015,31
Budapest,Budapest 21,016,31
Budapest,Budapest 21,017,31
Budapest,Budapest 21,018,31
Budapest,Budapest 21,019,31
Budapest,Budapest 21,020,31
Budapest,Budapest 21,021,31
Budapest,Budapest 21,022,31
Budapest,Budapest 21,023,31
Budapest,Budapest 21,024,31
Budapest,Budapest 21,025,31
Budapest,Budapest 21,026,31
Budapest,Budapest 21,027,31
Budapest,Budapest 21,028,31
Budapest,Budapest 21,029,31
Budapest,Budapest 21,030,30
Budapest,Budapest 21,031,30
Budapest,Budapest 21,032,30
Budapest,Budapest 21,033,30
Budapest,Budapest 21,034,30
Budapest,Budapest 21,035,30
Budapest,Budapest 21,036,30
Budapest,Budapest 21,037,30
Budapest,Budapest 21,038,30
Budapest,Budapest 21,039,30
Budapest,Budapest 21,040,31
Budapest,Budapest 21,041,30
Budapest,Budapest 21,042,30
Budapest,Budapest 21,043,30
Budapest,Budapest 21,044,30
Budapest,Budapest 21,045,30
Budapest,Budapest 21,046,30
Budapest,Budapest 21,047,30
Budapest,Budapest 21,048,30
Budapest,Budapest 21,049,30
Budapest,Budapest 21,050,30
Budapest,Budapest 21,051,30
Budapest,Budapest 21,052,30
Budapest,Budapest 21,053,30
Budapest,Budapest 21,054,30
Budapest,Budapest 21,055,30
Budapest,Budapest 21,056,30
Budapest,Budapest 21,057,30
Budapest,Budapest 21,058,31
Budapest,Budapest 21,059,31
Budapest,Budapest 21,060,31
Budapest,Budapest 21,061,31
Budapest,Budapest 21,062,30
Budapest,Budapest 21,063,30
Budapest,Budapest 21,064,30
Budapest,Budapest 21,065,30
Budapest,Budapest 21,066,30
Budapest,Budapest 21,067,30
Budapest,Budapest 21,068,30
Budapest,Budapest 21,069,31
Budapest,Budapest 21,070,30
Budapest,Budapest 22,001,32
Budapest,Budapest 22,002,32
Budapest,Budapest 22,003,32
Budapest,Budapest 22,004,32
Budapest,Budapest 22,005,32
Budapest,Budapest 22,006,32
Budapest,Budapest 22,007,32
Budapest,Budapest 22,008,32
Budapest,Budapest 22,009,32
Budapest,Budapest 22,010,32
Budapest,Budapest 22,011,32
Budapest,Budapest 22,012,32
Budapest,Budapest 22,013,32
Budapest,Budapest 22,014,32
Budapest,Budapest 22,015,32
Budapest,Budapest 22,016,32
Budapest,Budapest 22,017,32
Budapest,Budapest 22,018,32
Budapest,Budapest 22,019,32
Budapest,Budapest 22,020,32
Budapest,Budapest 22,021,32
Budapest,Budapest 22,022,32
Budapest,Budapest 22,023,32
Budapest,Budapest 22,024,32
Budapest,Budapest 22,025,32
Budapest,Budapest 22,026,32
Budapest,Budapest 22,027,32
Budapest,Budapest 22,028,32
Budapest,Budapest 22,029,32
Budapest,Budapest 22,030,32
Budapest,Budapest 22,031,32
Budapest,Budapest 22,032,32
Budapest,Budapest 22,033,32
Budapest,Budapest 22,034,32
Budapest,Budapest 22,035,32
Budapest,Budapest 22,036,32
Budapest,Budapest 22,037,32
Budapest,Budapest 22,038,32
Budapest,Budapest 22,039,32
Budapest,Budapest 22,040,32
Budapest,Budapest 22,041,32
Budapest,Budapest 22,042,32
Budapest,Budapest 22,043,32
Budapest,Budapest 22,044,32
Budapest,Budapest 22,045,32
Budapest,Budapest 22,046,32
Budapest,Budapest 22,047,32
Budapest,Budapest 22,048,32
Budapest,Budapest 23,001,29
Budapest,Budapest 23,002,29
Budapest,Budapest 23,003,29
Budapest,Budapest 23,004,29
Budapest,Budapest 23,005,29
Budapest,Budapest 23,006,29
Budapest,Budapest 23,007,29
Budapest,Budapest 23,008,29
Budapest,Budapest 23,009,29
Budapest,Budapest 23,010,29
Budapest,Budapest 23,011,29
Budapest,Budapest 23,012,29
Budapest,Budapest 23,013,29
Budapest,Budapest 23,014,29
Budapest,Budapest 23,015,29
Budapest,Budapest 23,016,29
Budapest,Budapest 23,017,29
Budapest,Budapest 23,018,29
Budapest,Budapest 23,019,29
Budapest,Budapest 23,020,29
Baranya,Abaliget,001,02
Baranya,Adorjás,001,06
Baranya,Ág,001,04
Baranya,Almamellék,001,07
Baranya,Almáskeresztúr,001,07
Baranya,Alsómocsolád,001,04
Baranya,Alsószentmárton,001,06
Baranya,Apátvarasd,001,05
Baranya,Aranyosgadány,001,03
Baranya,Áta,001,06
Baranya,Babarc,001,05
Baranya,Babarcszőlős,001,06
Baranya,Bakóca,001,04
Baranya,Bakonya,001,02
Baranya,Baksa,001,06
Baranya,Bánfa,001,07
Baranya,Bár,001,05
Baranya,Baranyahídvég,001,06
Baranya,Baranyajenő,001,04
Baranya,Baranyaszentgyörgy,001,04
Baranya,Basal,001,07
Baranya,Belvárdgyula,001,05
Baranya,Beremend,001,06
Baranya,Beremend,002,06
Baranya,Beremend,003,06
Baranya,Beremend,004,06
Baranya,Beremend,005,06
Baranya,Berkesd,001,01
Baranya,Besence,001,06
Baranya,Bezedek,001,05
Baranya,Bicsérd,001,07
Baranya,Bikal,001,04
